Macro_Nicho,Sub_Nicho,Detalle_Producto,Rating,Review
grocery gourmet food,pantry staples,cooking baking supplies,5.0,Great natural sweetner. I use this in all of my drinks since I quit using all the synthetic sweetners that are so bad for you.
grocery gourmet food,beverages,tea,5.0,I have always loved Twinings English tea and I could purchase it so much cheaper by buying a carton full from Amazon.
health personal care,health care,sleep snoring,4.0,The 1 mg Melatonin 2oz bottle for ferrets is better. 1 oz melatonin per serving less sugar.
health personal care,nutrition wellness,vitamins supplements,1.0,When my product turned up it was in a battered box with the use beofe date of february 09.i received this half way through January.This is a great product that I am unable to buy directly because of stoopid EU laws that took it off our shelves.it certainly made me feel blue that i wasn't able to use the product under its own guarantee..no help at all..beware!
health personal care,nutrition wellness,vitamins supplements,3.0,"This works but my doctor said do not take for more than 8 days, then stop. You should be ""cleansed"" by then."
health personal care,health care,first aid,5.0,"Occasionally I will recommend hydrogen peroxide to my dental patients to treat stubborn dental gum infections at home. Since most gum infections (gum disease) is caused and furthered by bacteria that cannot grow in an oxygen rich environment, it makes sense to flood their environment with a molecule that releases oxygen, like hydrogen peroxide.First have your teeth thoroughly scaled and cleaned by a dental professional. Then, when you floss, dip the floss in a mixture of 50% hydrogen peroxide and floss between the teeth, getting the floss as far down as possible under the gumline. Do every tooth contact twice and do this twice a day. It will cut down the pathogenic disease-causing organisms in the dental gum tissues pockets. It must be done consistently to have a lasting effect.This is certainly not a cure-all since it cannot reach to the depth of deeper gum pockets. However, it will help to kill the organisms that cause gum disease. It is best used when the disease is relatively recent and has not caused extensive pocketing or bone loss.One can finish the process by dipping ones toothrush in the 50% mixture of hydrogen peroxide and brushing the teeth and gums. Afterwards, one should rinse with water, as hydrogen peroxide leaves a an aftertaste that is not pleasent.JIm Koenig, DDS"
baby products,feeding,breastfeeding,5.0,Easy to use and clean and much less than the Medela pumps everyone raves about. So far it's been great!
baby products,feeding,highchairs booster seats,4.0,We received this chair as a baby shower gift. We love it!! My son is now more than 2&1/2 and we still use it all of the time. If fact we used it tonight. He is close to the weight limit of 30lbs now and it is still working well. We get so many compliments on the chair people just think it is so neat...and it really is.Pros
grocery gourmet food,beverages,tea,5.0,"I enjoy a good cup of tea and my absolute favorite is Earl Grey. Twinings Early Grey is among the best on the market, alongside Rishi loose leaf. A traditional English tea, Earl Grey is a black tea whose principle flavor is from the rind of bergamot oranges. Although there are various accounts of its origin, it is most likely was an Indian recipe (China is also a commonly attributed with creating the recipe) which made its way to England in the early 1800s. Named after Lord Grey, the tea is a flavorful black tea that is best served nearly boiling hot with or without lemon. It is NOT served with cream.Twinings is one of the oldest conveyors of Earl Grey and still use the same recipe as they have for well over a hundred years (soon to be two-hundred). Their tea is also endorsed by the 6th Earl Grey and his signature appears on their packaging. Not that this means the tea is superior because of any endorsement; in this case the tea speaks for itself.While I do prefer loose leaf teas, these tea bags provide nearly the same flavor profile as the loose variety and will not disappoint the Earl Grey enthusiast. If you've never tried Twinings, you owe it to yourself to do so. Enjoy!"
grocery gourmet food,pantry staples,canned jarred food,2.0,"The reviews were good; variety sounded good, but by the time you add the chicken and the tomatoes and the milk, you've paid several dollars for about 1/2 cup of dried potatoes and spices. Was not surprised to see that potato is the primary ingredient.Yes, as reviewers said, nice blend of spices but unless you add quite a lot of your own ingredients to the pot, there is no substance - just nicely flavored milk/water. Will not buy again."
